adview,views,likes,dislikes,comment,year,day_of_week,month,day,week_number,season,quarter,part_of_month
1,1495615,790,255,225,2013,1,3,12,11,1,0,1
1,37094,200,18,21,2013,0,7,8,28,2,2,0
2,195974,765,54,33,2015,0,5,18,21,1,1,1
6,157146,1115,53,401,2012,2,2,8,6,0,0,0
5,153668,302,15,126,2011,4,6,17,24,2,1,1
5,135437,165,22,14,2012,1,11,20,47,3,3,1
2,31023,170,16,18,2015,5,6,27,26,2,1,2
22,1055187,523,248,64,2016,3,5,19,20,1,1,1
1,9978,24,1,4,2013,5,12,21,51,0,3,2
2,914872,649,40,28,2012,2,4,18,16,1,1,1
20,572685,2896,50,868,2010,6,10,24,42,3,3,2
44,262979,733,26,105,2016,2,3,16,11,1,0,1
3,161765,133,34,30,2016,3,3,10,10,1,0,0
1,3325705,17143,1110,876,2012,2,12,5,49,0,3,0
2,13854,245,5,104,2014,4,10,10,41,3,3,0
20947,25099,142,33,12,2017,0,3,27,13,1,0,2
1,28460,25,7,1,2014,2,2,5,6,0,0,0
22,7774,F,F,F,2016,4,6,17,24,2,1,1
1,29441,37,13,6,2013,4,1,11,2,0,0,1
1,205668,325,21,44,2011,0,10,3,40,3,3,0
8,1369397,4906,139,181,2014,5,10,18,42,3,3,1
4,22737,20,2,1,2012,3,11,8,45,3,3,0
1,23682,74,11,23,2013,1,10,8,41,3,3,0
7,558436,2178,331,12116,2016,4,6,24,25,2,1,2
9348,23514,67,10,2,2015,4,1,16,3,0,0,1
1,96239,413,211,466,2016,4,9,2,35,3,2,0
1,31362,87,6,11,2013,6,7,21,29,2,2,2
2,688128,1332,250,24,2011,2,11,23,47,3,3,2
3,608125,3856,370,322,2015,2,4,29,18,1,1,2
5,195389,440,36,70,2016,6,9,4,35,3,2,0
1,9444,142,3,10,2016,0,8,29,35,2,2,2
1,17086,225,2,19,2016,1,7,26,30,2,2,2
1,374662,3215,289,2083,2015,3,7,23,30,2,2,2
2,176466,143,14,0,2012,2,3,7,10,1,0,0
1,25104,35,6,1,2014,2,1,8,2,0,0,0
1,1149,0,0,0,2013,4,6,14,24,2,1,1
1,226012,1533,36,61,2016,2,3,2,9,1,0,0
2,441756,11174,362,998,2016,4,8,12,32,2,2,1
1,2797,2,0,0,2013,4,9,27,39,3,2,2
1,18635,101,3,4,2016,6,2,14,6,0,0,1
6,2026,3,1,0,2016,3,4,7,14,1,1,0
177928,317998,1122,22,98,2016,3,12,15,50,0,3,1
21,62582,63,33,5,2016,6,5,1,17,1,1,0
1,9541927,18543,8715,7483,2008,3,12,18,51,0,3,1
1,98625,1313,20,272,2016,1,9,13,37,3,2,1
1,215328,324,60,73,2015,0,6,15,25,2,1,1
5949,9180,24,11,3,2015,4,11,13,46,3,3,1
2,2497875,2568,919,414,2014,2,3,12,11,1,0,1
1,913285,194,157,30,2016,5,7,23,29,2,2,2
2,1246553,827,160,51,2016,4,5,13,19,1,1,1
2,110732,164,41,10,2015,5,8,1,31,2,2,0
383,68491,833,29,137,2016,2,5,4,18,1,1,0
673,8625,59,0,3,2016,0,8,22,34,2,2,2
10,1010118,1122,263,106,2014,1,12,30,1,0,3,2
2,621186,454,107,18,2015,5,6,13,24,2,1,1
86,1429687,6148,118,506,2010,5,10,30,43,3,3,2
2,117709,1446,29,100,2016,4,7,22,29,2,2,2
3,6129,365,3,7,2016,2,10,12,41,3,3,1
1,202936,218,81,35,2016,0,9,5,36,3,2,0
1,337957,181,29,4,2013,2,4,17,16,1,1,1
178,2093518,2401,449,389,2012,1,10,9,41,3,3,0
2,370,0,0,0,2016,2,8,3,31,2,2,0
9,5250924,26528,693,5588,2016,2,4,20,16,1,1,1
1,154508,1734,34,507,2013,5,9,7,36,3,2,0
1,27659,52,5,0,2015,3,6,18,25,2,1,1
3,140485,7164,30,795,2016,0,8,15,33,2,2,1
15,174462,680,14,399,2010,6,10,24,42,3,3,2
1,775,8,1,2,2015,0,8,10,33,2,2,0
2,608078,7760,140,483,2016,6,9,11,36,3,2,1
1,115817,496,73,32,2016,4,9,2,35,3,2,0
1,135,1,0,0,2013,1,2,12,7,0,0,1
13,4130948,9807,314,283,2016,3,2,11,6,0,0,1
1,80513,148,9,103,2006,5,11,11,45,3,3,1
1,22255,73,8,3,2014,5,9,13,37,3,2,1
1,31802,135,19,26,2013,4,10,4,40,3,3,0
44,138014,740,28,14,2015,1,1,6,2,0,0,0
3,1090607,9102,424,1200,2016,6,3,20,11,1,0,1
2,9970,18,5,1,2013,0,1,7,2,0,0,0
15,75500,184,24,24,2015,5,10,31,44,3,3,2
6,695255,6068,255,671,2017,0,2,13,7,0,0,1
9,98,0,1,0,2016,3,9,22,38,3,2,2
1,215265,430,42,21,2016,3,6,16,24,2,1,1
1,25012,56,1,4,2011,3,6,23,25,2,1,2
2115,2506,2,0,0,2017,0,1,9,2,0,0,0
1,417848,4100,220,933,2015,3,11,5,45,3,3,0
2,12259,42,11,27,2013,0,7,22,30,2,2,2
1,3509,5,2,0,2013,3,1,17,3,0,0,1
32,4815,34,0,2,2016,1,8,9,32,2,2,0
1,44753,28,22,2,2016,6,5,15,19,1,1,1
3,528484,4219,135,209,2016,3,8,25,34,2,2,2
1,200988,884,113,92,2014,3,8,7,32,2,2,0
1,7284,27,2,1,2014,4,7,4,27,2,2,0
1,269056,561,214,60,2014,2,7,9,28,2,2,0
3,40990,237,9,18,2013,5,8,24,34,2,2,2
2,1304639,588,160,38,2014,4,2,14,7,0,0,1
2,1018895,4283,1308,640,2015,4,6,5,23,2,1,0
1,70,0,0,0,2012,1,3,6,10,1,0,0
2,844772,800,34,36,2010,4,12,17,50,0,3,1
11,400510,272,144,F,2016,1,6,14,24,2,1,1
4,554588,1325,187,113,2015,4,2,27,9,0,0,2
8,166544,4098,77,608,2016,0,9,5,36,3,2,0
23,2201746,1813,772,170,2016,2,8,24,34,2,2,2
4,294996,1040,37,454,2010,3,12,16,50,0,3,1
7,3571,0,0,0,2014,1,5,27,22,1,1,2
1,7459,9,1,0,2013,4,6,7,23,2,1,0
12,391792,315,56,15,2011,4,4,1,13,1,1,0
2559,3966,20,0,5,2015,5,11,28,48,3,3,2
5,342511,355,147,70,2015,4,1,16,3,0,0,1
163,111694,76,19,4,2014,3,4,17,16,1,1,1
3,349581,311,24,17,2012,0,3,26,13,1,0,2
15,428503,310,198,F,2016,2,7,27,30,2,2,2
1,32326,164,32,25,2015,0,7,20,30,2,2,1
1,557805,3749,784,4211,2016,2,1,13,2,0,0,1
1,1139606,921,187,53,2014,1,4,22,17,1,1,2
1,1546320,3484,377,131,2013,0,9,16,38,3,2,1
26,115092,217,20,12,2016,0,7,25,30,2,2,2
1,7532,26,0,2,2013,0,5,6,19,1,1,0
2,478291,1072,744,32,2017,5,2,18,7,0,0,1
1,7873,141,17,1,2015,4,2,13,7,0,0,1
1,2369,8,0,5,2013,1,11,19,47,3,3,1
2528,8478,21,1,3,2015,2,7,1,27,2,2,0
4,51911,676,10,169,2014,0,3,24,13,1,0,2
1,558186,1396,116,25,2016,2,2,3,5,0,0,0
1,271165,456,95,F,2016,6,3,13,10,1,0,1
2,87756,1139,53,65,2013,4,11,22,47,3,3,2
1,24637,37,13,2,2015,2,12,23,52,0,3,2
1,222119,1371,98,643,2016,0,9,26,39,3,2,2
8,1128877,3914,1377,240,2016,1,11,8,45,3,3,0
5,6419,16,2,2,2014,4,4,18,16,1,1,1
1,730407,1946,109,189,2006,6,6,25,25,2,1,2
1,66501,129,12,4,2013,4,7,5,27,2,2,0
1,37385,27,14,4,2016,1,9,6,36,3,2,0
3,1922763,3511,809,279,2011,3,4,21,16,1,1,2
1,236136,438,35,14,2014,0,4,14,16,1,1,1
31,2280,7,0,1,2016,2,8,10,32,2,2,0
1,23127,46,1,6,2011,4,6,17,24,2,1,1
5,143690,79,32,14,2012,4,8,31,35,2,2,2
27,6600175,4628,2189,157,2016,0,2,22,8,0,0,2
1,65643,227,16,33,2016,4,9,30,39,3,2,2
1,286510,460,80,291,2015,1,1,27,5,0,0,2
1,1499,4,0,0,2013,4,7,19,29,2,2,1
1,101926,1488,19,118,2014,3,11,6,45,3,3,0
1,30634,83,3,2,2012,0,3,12,11,1,0,1
4,31198,282,2,35,2015,4,10,16,42,3,3,1
3,127904,480,51,417,2011,5,4,30,17,1,1,2
1,130777,799,72,262,2014,2,8,13,33,2,2,1
2,118696,86,28,7,2015,2,8,5,32,2,2,0
1,280,1,0,0,2014,1,11,11,46,3,3,1
5,446650,713,115,103,2014,5,9,6,36,3,2,0
1,18391,33,1,0,2016,2,5,18,20,1,1,1
4,576425,11947,265,4298,2016,2,7,13,28,2,2,1
1,413056,1911,66,85,2016,4,4,8,14,1,1,0
2,933615,15332,638,284,2016,0,2,15,7,0,0,1
14,617060,1052,233,488,2010,2,5,19,20,1,1,1
9,225154,341,28,26,2010,6,6,20,24,2,1,1
1,17272,259,4,12,2017,0,1,2,1,0,0,0
6,623484,1742,239,95,2016,5,2,6,5,0,0,0
181,1317494,725,201,335,2015,1,10,20,43,3,3,1
1,31023,117,47,16,2014,3,9,4,36,3,2,0
2,91155,43,60,3,2012,3,4,26,17,1,1,2
4,573367,2243,235,84,2012,0,1,2,1,0,0,0
1707,21590,52,10,15,2017,0,4,10,15,1,1,0
1,100,0,0,0,2014,2,5,7,19,1,1,0
1,418111,616,46,21,2014,4,6,27,26,2,1,2
1,83064,159,17,5,2016,2,3,16,11,1,0,1
1,24000,13,0,2,2014,3,9,4,36,3,2,0
1,2158,32,0,5,2015,4,7,10,28,2,2,0
2,1507217,12839,470,2220,2016,6,1,10,1,0,0,0
3,326923,519,47,30,2011,0,5,23,21,1,1,2
1,147571,796,57,74,2014,2,4,16,16,1,1,1
1,31345,34,1,12,2016,0,6,27,26,2,1,2
4,143761,914,29,347,2010,2,12,15,50,0,3,1
2,455427,174,56,2,2015,3,2,5,6,0,0,0
1,294998,864,451,237,2014,2,10,29,44,3,3,2
51,1293218,11201,255,976,2014,2,6,18,25,2,1,1
1,6975,35,4,1,2014,4,1,17,3,0,0,1
1,182356,354,34,27,2015,1,6,30,27,2,1,2
4,4156796,24848,776,2843,2016,5,4,9,14,1,1,0
3,53259,513,8,37,2015,4,6,5,23,2,1,0
2,173921,969,54,402,2016,5,2,13,6,0,0,1
3,9485,5,0,0,2012,2,9,26,39,3,2,2
1,759082,8455,113,1128,2016,2,8,10,32,2,2,0
8,374086,8104,124,7498,2016,2,7,27,30,2,2,2
2,204705,493,82,39,2013,0,7,8,28,2,2,0
2,201277,1998,71,334,2016,5,8,6,31,2,2,0
1,1357182,5749,432,615,2015,1,10,27,44,3,3,2
6,315627,245,111,61,2013,0,4,22,17,1,1,2
4712,5209,5,0,4,2015,2,4,15,16,1,1,1
2,186013,123,52,30,2013,4,2,1,5,0,0,0
5,1172527,1923,222,629,2016,3,7,14,28,2,2,1
2,37356,25,18,F,2016,2,3,23,12,1,0,2
633,5341946,29123,1928,4739,2016,4,9,23,38,3,2,2
30,729,12,0,3,2017,3,2,9,6,0,0,0
334,35171,589,1,24,2016,0,8,15,33,2,2,1
2,581,15,0,2,2016,4,10,21,42,3,3,2
2,576440,3556,58,180,2015,1,2,10,7,0,0,0
1,138732,533,24,53,2014,0,7,28,31,2,2,2
1,194279,1172,28,75,2015,3,11,5,45,3,3,0
3,25708,62,40,19,2013,4,3,8,10,1,0,0
1,762903,3941,36,178,2015,2,2,18,8,0,0,1
5,455431,3140,286,369,2016,2,9,7,36,3,2,0
11,806141,4121,748,1903,2011,2,3,9,10,1,0,0
1,239418,1863,51,99,2015,4,11,6,45,3,3,0
3,1071592,1180,411,169,2016,3,7,21,29,2,2,2
1,194269,317,57,38,2015,4,7,17,29,2,2,1
2,45173,449,16,33,2014,3,8,21,34,2,2,2
1,615140,4038,101,173,2016,1,3,29,13,1,0,2
5,150262,440,29,12,2014,0,2,3,6,0,0,0
1,244557,1534,212,374,2016,0,3,28,13,1,0,2
2,180968,598,48,146,2016,1,8,16,33,2,2,1
11,68499,591,33,28,2014,1,6,17,25,2,1,1
1112,7434,133,5,19,2017,0,1,30,5,0,0,2
1,150302,350,21,45,2014,5,7,26,30,2,2,2
113,2345615,2420,665,301,2013,4,1,25,4,0,0,2
84318,101622,641,6,109,2017,2,2,1,5,0,0,0
1,496586,2943,427,192,2015,2,8,12,33,2,2,1
20,3665814,18479,1208,2757,2016,4,8,5,31,2,2,0
226,1040,2,1,0,2015,6,12,13,50,0,3,1
13,1793403,2787,788,53,2016,3,5,12,19,1,1,1
2,584183,3803,366,286,2014,3,7,31,31,2,2,2
22,449686,763,111,136,2014,4,3,7,10,1,0,0
1,25967,153,1,7,2013,2,7,17,29,2,2,1
2,3222,10,3,2,2016,3,3,24,12,1,0,2
7,942904,866,166,73,2014,5,3,8,10,1,0,0
10,100399,760,39,129,2015,1,6,23,26,2,1,2
6,1188883,911,323,119,2016,0,3,28,13,1,0,2
6,237375,777,76,210,2015,5,8,29,35,2,2,2
5,2411014,8457,1880,561,2013,0,7,15,29,2,2,1
1,2141109,19133,846,1906,2014,4,10,3,40,3,3,0
2,14086,262,3,77,2014,1,4,8,15,1,1,0
2,25178,148,737,292,2014,1,1,21,4,0,0,2
20,557,3,0,0,2017,4,2,3,5,0,0,0
1,276020,681,95,59,2015,5,8,15,33,2,2,1
4,206038,289,49,37,2015,3,10,15,42,3,3,1
4,770133,4657,190,262,2015,4,5,1,18,1,1,0
1,19344377,70260,4345,4179,2017,5,4,1,13,1,1,0
1,46797,59,14,1,2016,4,6,24,25,2,1,2
3,17420,11,2,4,2011,0,9,26,39,3,2,2
3,449063,3709,103,3295,2016,3,6,30,26,2,1,2
2,156995,843,30,336,2016,4,12,30,52,0,3,2
1,622688,461,201,38,2015,1,6,2,23,2,1,0
1,1504,6,0,0,2013,1,12,24,52,0,3,2
1,2257451,12217,390,413,2015,0,7,6,28,2,2,0
5,337351,2415,132,590,2015,3,4,2,14,1,1,0
7,694778,1320,196,135,2014,6,6,1,22,2,1,0
1,264739,617,159,106,2015,1,6,23,26,2,1,2
7,624059,6266,195,761,2016,3,7,28,30,2,2,2
25,13910,85,4,22,2016,3,5,12,19,1,1,1
5,2805232,3774,572,427,2013,1,12,31,1,0,3,2
1,456174,4500,46,165,2015,1,3,17,12,1,0,1
64,118519,141,18,6,2013,5,12,7,49,0,3,0
1,914799,2816,213,472,2015,0,8,3,32,2,2,0
9,804554,6443,321,956,2016,5,7,16,28,2,2,1
9,10271,98,6,14,2014,5,4,19,16,1,1,1
3,76207,391,57,12,2015,0,3,30,14,1,0,2
6,120839,764,54,206,2015,3,7,2,27,2,2,0
2,161776,1382,18,65,2016,5,9,10,36,3,2,0
1,306106,852,17,28,2014,2,3,19,12,1,0,1
3,411705,349,80,43,2016,0,7,25,30,2,2,2
1,46575,76,11,7,2015,1,12,1,49,0,3,0
13,1573474,2005,1100,223,2012,0,12,24,52,0,3,2
133,10850761,11443,5714,539,2015,3,6,4,23,2,1,0
1,58247,382,10,19,2014,3,11,27,48,3,3,2
4,652168,4215,133,449,2016,6,12,11,49,0,3,1
80,5653,104,2,1,2016,4,11,18,46,3,3,1
2,449670,669,133,90,2014,6,12,28,52,0,3,2
2,1591192,6220,194,204,2014,6,12,7,49,0,3,0
2,54143,185,9,6,2010,2,11,24,47,3,3,2
4,117286,127,30,14,2016,3,2,25,8,0,0,2
2,707370,12050,249,2242,2016,2,7,13,28,2,2,1
1,9873,23,1,5,2011,5,6,4,22,2,1,0
1,201402,384,55,14,2015,5,2,21,8,0,0,2
2,3850503,22648,472,3425,2015,2,3,18,12,1,0,1
2,1124872,5396,363,2428,2015,6,6,21,25,2,1,2
3,136,4,0,0,2015,4,9,4,36,3,2,0
1,19661,17,3,2,2014,0,5,26,22,1,1,2
2,367874,1869,57,944,2016,4,5,6,18,1,1,0
11,142305,494,38,101,2012,6,10,28,43,3,3,2
33,1305595,1764,272,33,2012,0,7,2,27,2,2,0
1,34624,61,24,2,2014,1,9,16,38,3,2,1
5,517449,513,72,32,2014,3,1,30,5,0,0,2
14,1306067,563,225,44,2016,1,5,24,21,1,1,2
1,8036,130,15,35,2016,2,6,15,24,2,1,1
1,1081980,1427,270,118,2015,1,9,22,39,3,2,2
1,272204,5396,166,1332,2015,6,9,20,38,3,2,1
1,82290,162,100,58,2016,3,3,3,9,1,0,0
1,69753,629,18,60,2016,0,10,3,40,3,3,0
1,24060,58,8,7,2015,5,6,20,25,2,1,1
1,13816,91,4,11,2014,2,3,19,12,1,0,1
1,280458,197,65,11,2015,2,9,30,40,3,2,2
7,452159,3083,137,434,2016,2,7,27,30,2,2,2
2294,3469,14,0,1,2016,6,6,5,22,2,1,0
36,108371,286,17,23,2013,1,8,13,33,2,2,1
15,1814780,1543,527,973,2016,2,6,15,24,2,1,1
1,297267,202,62,17,2015,6,9,20,38,3,2,1
723,1187,5,1,0,2016,2,6,15,24,2,1,1
1,547059,4974,176,3807,2016,0,5,2,18,1,1,0
16,918833,186,127,8,2012,1,8,14,33,2,2,1
1,93190,702,9,36,2016,3,6,23,25,2,1,2
1,1425484,3219,167,204,2015,4,8,28,35,2,2,2
2,1578039,4414,342,202,2013,2,10,16,42,3,3,1
2,89944,710,14,92,2013,3,1,31,5,0,0,2
1,491,5,0,0,2015,2,1,14,3,0,0,1
16903,18683,11,1,0,2016,2,7,27,30,2,2,2
2,26094,180,11,115,2016,2,5,25,21,1,1,2
10,243979,779,23,65,2012,3,8,23,34,2,2,2
4,5574421,28338,2683,833,2015,2,7,15,29,2,2,1
2857,3181,6,0,1,2017,5,4,1,13,1,1,0
21,1685252,372,278,12,2013,2,9,11,37,3,2,1
7,3432,86,0,10,2016,2,9,28,39,3,2,2
4,1645552,486,494,22,2015,5,9,5,36,3,2,0
1,15116,236,11,89,2016,0,8,29,35,2,2,2
1308,7308,168,1,6,2015,1,12,8,50,0,3,0
3,13039,59,0,8,2015,3,3,19,12,1,0,1
1,152907,303,44,12,2016,0,7,18,29,2,2,1
2,320128,2631,118,350,2016,6,7,17,28,2,2,1
4124,8847,188,2,66,2016,3,6,9,23,2,1,0
8,377464,840,123,33,2013,1,12,31,1,0,3,2
2,43188,255,7,270,2013,3,6,13,24,2,1,1
5,126904,365,52,17,2013,1,7,16,29,2,2,1
4,1656,2,0,0,2013,1,7,2,27,2,2,0
4,74025,245,47,7,2012,4,12,28,52,0,3,2
1,2590,2,0,0,2016,0,1,18,3,0,0,1
6,4348654,15299,11579,10615,2016,3,2,25,8,0,0,2
12,3046635,1558,1080,357,2016,2,5,18,20,1,1,1
1,2191182,1355,1106,F,2016,3,11,10,45,3,3,0
2,34646,529,26,57,2016,5,11,5,44,3,3,0
2,171810,1570,117,137,2016,2,6,22,25,2,1,2
1,177532,353,161,153,2016,5,9,10,36,3,2,0
1,566706,161,62,7,2013,3,6,6,23,2,1,0
1,72900,80,8,2,2016,1,9,27,39,3,2,2
12,1456274,3942,862,379,2016,5,7,23,29,2,2,2
2,186,1,1,0,2015,3,10,15,42,3,3,1
3,659684,9387,1967,3243,2016,6,8,28,34,2,2,2
1,51675,136,18,26,2016,4,9,2,35,3,2,0
2,126560,586,20,112,2013,2,10,9,41,3,3,0
21,23581,18,3,0,2014,1,4,22,17,1,1,2
1,66296,143,7,4,2014,1,11,18,47,3,3,1
2,680572,10061,426,833,2017,3,1,26,4,0,0,2
48,1258346,1916,221,170,2011,5,8,13,32,2,2,1
1,22885,38,12,0,2013,1,7,16,29,2,2,1
4,383530,450,118,79,2012,4,8,31,35,2,2,2
2,162112,950,13,48,2016,0,1,25,4,0,0,2
5,565700,3129,200,678,2015,4,7,3,27,2,2,0
23,27232,112,9,7,2016,1,8,23,34,2,2,2
3,23297,174,7,6,2014,5,1,4,1,0,0,0
2,105689,651,17,118,2016,1,9,27,39,3,2,2
18,214442,1157,71,173,2016,1,8,23,34,2,2,2
1,267,1,0,0,2016,4,12,30,52,0,3,2
4501,190383,700,14,47,2015,3,7,9,28,2,2,0
1,103065,125,12,19,2012,6,8,19,33,2,2,1
3,1318181,9500,827,6397,2015,4,9,11,37,3,2,1
3,22792,16,10,4,2014,0,4,14,16,1,1,1
1,13909,73,3,5,2012,2,9,26,39,3,2,2
1,180427,264,41,82,2016,1,4,19,16,1,1,1
2,225025,1256,68,430,2016,3,6,30,26,2,1,2
1,43277,130,15,1,2012,0,9,10,37,3,2,0
11,15639,52,0,7,2016,5,7,2,26,2,2,0
1,197853,264,36,14,2014,4,5,30,22,1,1,2
1,546812,625,28,117,2012,2,3,21,12,1,0,2
1,46136,35,23,F,2016,2,9,21,38,3,2,2
1,500908,5135,109,1403,2016,4,5,13,19,1,1,1
2,1525648,3342,616,255,2013,6,12,15,50,0,3,1
5,3929310,2435,1605,313,2014,4,11,14,46,3,3,1
8,633665,6109,142,929,2016,5,8,13,32,2,2,1
1,64983,211,10,30,2016,1,8,16,33,2,2,1
12,25337,343,7,17,2016,2,11,23,47,3,3,2
17,545876,377,82,10,2012,5,6,16,24,2,1,1
9,508831,1081,103,177,2013,4,5,10,19,1,1,0
8,533990,1246,242,889,2015,4,9,4,36,3,2,0
1,5917,15,1,3,2014,2,1,1,1,0,0,0
1,450,3,6,3,2014,1,5,6,19,1,1,0
2,1870381,9027,501,134,2014,6,6,15,24,2,1,1
2,43796,41,9,9,2011,3,12,15,50,0,3,1
6,2135372,4783,488,195,2015,3,7,16,29,2,2,1
1,8573,109,4,8,2016,1,4,12,15,1,1,1
1,541821,6633,170,606,2015,3,10,8,41,3,3,0
1,641909,6569,292,501,2016,4,4,1,13,1,1,0
2,46358,179,14,33,2016,5,8,20,33,2,2,1
11,1257293,12501,499,2069,2016,5,8,13,32,2,2,1
1,297991,321,50,137,2011,2,12,14,50,0,3,1
1,103608,168,31,24,2015,4,10,2,40,3,3,0
1,20204,35,12,7,2014,1,6,24,26,2,1,2
4,131535,186,8,13,2012,0,2,6,6,0,0,0
1,3080,10,0,0,2013,5,1,5,1,0,0,0
1,119860,1701,64,477,2015,5,10,17,42,3,3,1
27,599024,4898,244,825,2016,6,5,15,19,1,1,1
1,92532,1101,37,65,2016,1,4,26,17,1,1,2
2,1100572,2255,286,145,2015,2,10,28,44,3,3,2
2,7243,19,6,2,2013,0,9,23,39,3,2,2
2,8287,7,6,0,2015,5,7,4,27,2,2,0
1,5383,8,4,2,2013,5,12,14,50,0,3,1
1,63494,39,10,0,2013,3,11,7,45,3,3,0
15,2741471,3428,662,266,2016,1,5,10,19,1,1,0
1,870829,1954,345,181,2014,0,6,23,26,2,1,2
4,83975,662,37,132,2015,3,6,18,25,2,1,1
1,96322,659,74,56,2016,2,11,9,45,3,3,0
2,193010,162,95,18,2015,1,8,18,34,2,2,1
1,519039,2121,105,446,2014,0,10,20,43,3,3,1
4,106741,59,24,F,2016,4,6,3,22,2,1,0
1,131038,919,12,62,2015,0,7,20,30,2,2,1
2,5354,25,1,1,2014,1,3,18,12,1,0,1
1,419508,429,50,66,2013,4,7,12,28,2,2,1
1,2388797,3027,1131,261,2016,4,11,25,47,3,3,2
6,1224480,1389,387,129,2013,1,1,8,2,0,0,0
1,58465,312,4,99,2013,6,4,28,17,1,1,2
9994,13782,35,1,1,2015,3,4,9,15,1,1,0
4,1887060,1900,371,111,2015,2,3,4,10,1,0,0
5,763127,204,112,6,2014,0,9,1,36,3,2,0
1,74476,145,19,91,2016,3,9,1,35,3,2,0
8,467960,960,56,215,2014,0,3,31,14,1,0,2
1,1540659,20339,838,2953,2016,4,7,1,26,2,2,0
1,3685,18,3,0,2014,2,11,5,45,3,3,0
1,1845,4,1,0,2012,3,10,4,40,3,3,0
1,342992,318,40,10,2016,2,9,21,38,3,2,2
2,192074,1308,200,1740,2016,3,7,28,30,2,2,2
1,281561,139,21,31,2015,4,5,15,20,1,1,1
1,117,0,0,0,2015,5,8,1,31,2,2,0
1,24282,502,9,57,2016,4,10,21,42,3,3,2
2,59465,40,7,1,2014,4,12,5,49,0,3,0
13202,14021,7,0,0,2016,2,3,16,11,1,0,1
4,270075,1392,98,90,2015,5,3,28,13,1,0,2
1,122037,116,53,3,2015,4,4,24,17,1,1,2
8,1512,1,1,0,2015,2,9,30,40,3,2,2
1,142492,115,60,12,2016,6,10,2,39,3,3,0
4,419299,332,86,22,2013,5,11,23,47,3,3,2
1,1445023,1079,249,687,2015,1,9,29,40,3,2,2
1,30247,78,7,0,2016,5,2,20,7,0,0,1
2,4314,51,7,2,2014,2,9,17,38,3,2,1
3,1024113,7250,235,292,2014,5,11,1,44,3,3,0
1,45039,227,13,91,2013,5,2,23,8,0,0,2
1,610,1,0,0,2013,5,3,9,10,1,0,0
2,19170,85,2,12,2014,3,3,6,10,1,0,0
1,1004816,5240,357,1954,2015,5,1,24,4,0,0,2
2,11836,93,10,34,2016,6,9,25,38,3,2,2
11,1001683,1087,234,41,2013,0,2,25,9,0,0,2
1,267211,423,101,213,2016,0,4,18,16,1,1,1
1,56421,114,4,21,2014,1,9,2,36,3,2,0
7,2559794,17328,780,1230,2015,5,4,4,14,1,1,0
3,28368,241,13,29,2013,1,9,17,38,3,2,1
1,745,3,2,1,2014,1,4,29,18,1,1,2
1,6461,19,6,3,2016,6,12,25,51,0,3,2
2,162019,428,111,260,2016,2,8,17,33,2,2,1
1,8826,79,10,25,2010,3,10,7,40,3,3,0
26697,37808,F,F,2,2016,5,12,31,52,0,3,2
1,6154,32,2,0,2013,0,12,30,1,0,3,2
6,4274,9,16,2,2014,1,4,22,17,1,1,2
2,843,30,0,2,2016,4,7,29,30,2,2,2
24,831160,1764,443,224,2014,0,9,15,38,3,2,1
2,801753,1487,340,67,2016,2,6,29,26,2,1,2
2,341967,724,70,35,2016,3,8,11,32,2,2,1
2,343635,260,56,5,2010,0,8,9,32,2,2,0
1,11753,8,3,1,2014,2,1,22,4,0,0,2
1,33449,197,3,8,2011,0,4,25,17,1,1,2
2,3449,5,2,0,2016,5,6,11,23,2,1,1
1,59589,1230,26,33,2016,2,7,27,30,2,2,2
1,3000,4,0,0,2016,2,3,2,9,1,0,0
1,57841,292,28,20,2016,5,8,27,34,2,2,2
1,67000,139,5,109,2006,0,11,13,46,3,3,1
2,994329,2856,408,1760,2015,4,8,14,33,2,2,1
50,880269,4137,126,361,2011,5,1,8,1,0,0,0
1,1784,7,0,0,2011,5,7,23,29,2,2,2
5,1386,2,1,0,2016,1,4,5,14,1,1,0
5,71893,532,7,62,2014,3,9,18,38,3,2,1
1,33075,155,61,38,2015,2,3,11,11,1,0,1
14,6426391,16678,1293,1266,2016,0,7,18,29,2,2,1
3,352106,339,100,157,2013,0,2,18,8,0,0,1
3,316440,939,49,85,2014,4,5,9,19,1,1,0
1,565338,8876,317,286,2015,2,8,26,35,2,2,2
1,9835,152,3,43,2014,1,4,22,17,1,1,2
1,1509,22,0,5,2016,1,9,13,37,3,2,1
2,836405,2899,390,339,2015,2,10,21,43,3,3,2
1,79141,15,22,0,2013,3,11,21,47,3,3,2
10,134419,371,11,64,2010,6,10,24,42,3,3,2
1,114073,908,15,64,2016,3,5,19,20,1,1,1
1,115014,418,13,77,2016,4,10,28,43,3,3,2
4,576769,5437,238,1155,2015,5,10,31,44,3,3,2
1,111783,71,13,11,2016,6,1,3,53,0,0,0
1,96636,57,24,0,2015,0,1,19,4,0,0,1
1,110972,113,13,4,2015,5,10,17,42,3,3,1
84,1504625,986,526,83,2016,3,7,14,28,2,2,1
2,7244,24,13,3,2015,5,5,23,21,1,1,2
1,66804,1024,10,82,2016,3,9,15,37,3,2,1
2,35367,146,5,14,2014,0,1,13,3,0,0,1
6,67638,345,29,35,2014,1,1,28,5,0,0,2
1,16382,188,4,29,2013,2,6,5,23,2,1,0
6,5349983,40906,2782,4489,2015,1,7,7,28,2,2,0
1,63768,719,56,113,2016,0,7,25,30,2,2,2
